,title,basesalary,bonus,LevelBucket,region
34945,Software Engineer,114000,7000,Mid,Southern
34946,Software Engineer,170000,25000,Entry,East
34947,Software Engineer,217000,24000,Mid,East
34948,Product Designer,186000,0,Senior,East
34949,Software Engineer,69000,11000,Mid,Southern
34950,Software Engineer,89000,6000,Associate,
34951,Hardware Engineer,173000,49000,Senior,West
34952,Software Engineer,109000,21000,Mid,West
34953,Software Engineer,200000,14000,Entry,East
34954,Software Engineer,96000,13000,Associate,West
34955,Software Engineer,135000,0,Associate,West
34956,Management Consultant,208000,38000,Senior,Southern
34957,Software Engineer,189000,0,Mid,West
34958,Software Engineer,102000,8000,Associate,MidWest
34959,Software Engineer,123000,23000,Mid,West
34960,Software Engineer,103000,5000,Associate,West
34961,Software Engineer,120000,10000,Associate,
34962,Software Engineer,125000,36000,Senior,West
34963,Product Designer,27000,0,Associate,West
34964,Software Engineer,269000,43000,Senior,West
34966,Software Engineer,99000,30000,Entry,East
34967,Software Engineering Manager,129000,8000,Senior,MidWest
34968,Software Engineer,83000,41000,Senior,
34969,Solution Architect,216000,69000,Senior,Southern
34970,Software Engineer,71000,6000,Mid,
34971,Product Manager,55000,17000,Associate,East
34972,Software Engineer,223000,28000,Associate,East
34973,Management Consultant,187000,14000,Mid,East
34974,Software Engineering Manager,230000,43000,Mid,West
34975,Software Engineer,86000,19000,Associate,Southern
34976,Management Consultant,166000,61000,Associate,MidWest
34977,Software Engineer,181000,24000,Entry,East
34978,Management Consultant,91000,18000,Mid,MidWest
34979,Software Engineer,234000,21000,Associate,East
34981,Software Engineer,200000,14000,Associate,West
34982,Software Engineer,161000,5000,Associate,West
34983,Software Engineer,165000,34000,Associate,West
34984,Management Consultant,225000,21000,Senior,
34985,Software Engineer,110000,33000,Associate,West
34986,Technical Program Manager,111000,16000,Senior,
34987,Software Engineer,191000,4000,Associate,West
34988,Software Engineer,255000,73000,Senior,West
34989,Software Engineer,67000,5000,Entry,West
34990,Software Engineer,138000,7000,Entry,West
34991,Software Engineer,59000,0,Associate,Southern
34992,Software Engineering Manager,252000,25000,Mid,East
34993,Software Engineering Manager,167000,59000,Mid,West
34995,Software Engineer,52000,0,Mid,
34996,Data Scientist,246000,57000,Mid,West
34997,Software Engineer,82000,9000,Entry,West
34998,Product Manager,172000,35000,Senior,West
34999,Software Engineer,72000,19000,Senior,
35000,Software Engineer,121000,56000,Associate,West
35001,Software Engineer,118000,27000,Senior,Southern
35002,Software Engineer,230000,44000,Mid,West
35003,Software Engineer,114000,0,Mid,West
35004,Software Engineer,63000,16000,Associate,
35005,Software Engineer,201000,0,Associate,West
35006,Recruiter,236000,27000,Mid,West
35007,Software Engineer,83000,31000,Entry,West
35008,Recruiter,94000,13000,Associate,West
35009,Software Engineer,176000,17000,Senior,West
35010,Software Engineer,80000,19000,Associate,
35011,Software Engineer,48000,6000,Entry,Southern
35012,Software Engineer,129000,8000,Entry,Southern
35013,Software Engineer,144000,11000,Entry,West
35014,Hardware Engineer,102000,0,Entry,Southern
35015,Product Manager,235000,89000,Senior,West
35016,Business Analyst,123000,14000,Mid,East
35017,Software Engineer,120000,90000,Entry,East
35018,Software Engineer,120000,36000,Entry,West
35019,Product Manager,162000,23000,Associate,West
35020,Sales,136000,337000,Mid,East
35021,Software Engineer,241000,23000,Associate,West
35022,Sales,210000,117000,Mid,West
35023,Software Engineer,72000,24000,Entry,West
35024,Software Engineer,174000,0,Senior,West
35025,Software Engineer,158000,21000,Entry,East
35026,Human Resources,189000,55000,Mid,West
35027,Technical Program Manager,190000,0,Mid,West
35028,Software Engineer,89000,0,Associate,West
35030,Software Engineering Manager,183000,25000,Senior,West
35031,Solution Architect,186000,39000,Mid,West
35033,Sales,74000,42000,Associate,
35034,Sales,125000,108000,Senior,West
35035,Solution Architect,219000,124000,Senior,Southern
35036,Product Manager,197000,0,Mid,West
35037,Product Manager,158000,0,Mid,Southern
35038,Software Engineer,113000,0,Associate,
35039,Technical Program Manager,88000,13000,Mid,Southern
35040,Software Engineer,204000,0,Senior,West
35042,Software Engineer,43000,0,Entry,
35043,Sales,166000,0,Associate,West
35044,Software Engineer,62000,3000,Entry,Southern
35045,Technical Program Manager,102000,46000,Senior,West
35046,Software Engineer,147000,11000,Associate,West
35047,Software Engineer,253000,103000,Senior,West
35048,Product Manager,195000,0,Senior,West
35049,Software Engineer,133000,0,Entry,
35050,Hardware Engineer,152000,13000,Senior,West
35051,Software Engineering Manager,194000,41000,Mid,West
35052,Software Engineer,141000,15000,Associate,East
35053,Software Engineer,164000,17000,Associate,Southern
35054,Software Engineer,57000,45000,Entry,West
35055,Management Consultant,172000,0,Mid,East
35056,Sales,222000,45000,Senior,
35057,Software Engineer,214000,0,Senior,East
35058,Recruiter,48000,9000,Associate,East
35059,Software Engineer,77000,3000,Entry,Southern
35060,Software Engineer,84000,0,Mid,MidWest
35061,Software Engineer,123000,0,Associate,East
35062,Product Designer,90000,13000,Associate,MidWest
35063,Software Engineer,72000,0,Associate,
35064,Software Engineer,270000,0,Associate,West
35065,Product Designer,99000,45000,Entry,West
35066,Software Engineer,118000,22000,Entry,East
35067,Software Engineer,236000,40000,Associate,West
35068,Software Engineer,132000,27000,Entry,West
35069,Product Manager,122000,18000,Mid,West
35070,Software Engineer,217000,0,Mid,West
35071,Software Engineering Manager,106000,26000,Senior,Southern
35072,Hardware Engineer,91000,29000,Associate,West
35073,Software Engineer,118000,17000,Associate,West
35074,Software Engineer,103000,0,Senior,MidWest
35075,Software Engineering Manager,148000,26000,Mid,West
35077,Software Engineer,122000,23000,Mid,East
35078,Software Engineer,78000,9000,Entry,West
35079,Software Engineer,74000,0,Entry,
35080,Software Engineer,211000,4000,Associate,West
35081,Product Designer,173000,25000,Mid,West
35082,Marketing,180000,56000,Mid,West
35083,Management Consultant,150000,40000,Mid,West
35085,Software Engineering Manager,152000,19000,Entry,West
35086,Software Engineer,197000,11000,Associate,West
35087,Product Designer,172000,28000,Associate,West
35088,Software Engineer,100000,18000,Mid,West
35089,Hardware Engineer,217000,29000,Senior,West
35090,Management Consultant,158000,7000,Senior,West
35091,Marketing,175000,27000,Mid,West
35092,Sales,88000,0,Entry,
35093,Software Engineer,101000,41000,Mid,West
35094,Sales,54000,26000,Entry,West
35095,Software Engineer,206000,28000,Senior,West
35096,Software Engineer,100000,0,Mid,Southern
35097,Software Engineer,33000,1000,Entry,
35098,Software Engineer,111000,40000,Entry,West
35099,Software Engineer,90000,0,Associate,East
35100,Software Engineer,215000,16000,Associate,West
35101,Software Engineer,75000,0,Associate,
35102,Software Engineer,118000,12000,Associate,West
35103,Software Engineer,200000,0,Mid,
35104,Mechanical Engineer,188000,21000,Mid,West
35105,Software Engineer,80000,20000,Entry,West
35106,Software Engineer,127000,12000,Mid,West
35107,Software Engineer,186000,23000,Senior,Southern
35108,Software Engineering Manager,205000,47000,Senior,West
35109,Software Engineer,61000,34000,Associate,
35110,Software Engineer,108000,0,Entry,West
35111,Software Engineer,93000,14000,Senior,
35112,Mechanical Engineer,173000,12000,Senior,West
35113,Software Engineer,214000,0,Mid,East
35114,Software Engineer,22000,5000,Entry,
35115,Software Engineer,176000,0,Mid,West
35116,Software Engineer,90000,12000,Entry,East
35117,Data Scientist,44000,3000,Entry,MidWest
35118,Software Engineer,57000,0,Entry,
35119,Software Engineer,80000,4000,Associate,
35120,Software Engineer,118000,26000,Entry,West
35121,Software Engineer,100000,4000,Entry,Southern
35122,Data Scientist,32000,0,Associate,Southern
35123,Solution Architect,175000,22000,Senior,West
35124,Software Engineer,151000,43000,Associate,West
35126,Software Engineer,144000,3000,Associate,Southern
35127,Software Engineer,174000,0,Senior,West
35128,Software Engineer,233000,22000,Associate,West
35129,Software Engineer,91000,80000,Associate,East
35130,Software Engineer,22000,0,Mid,
35131,Software Engineer,105000,9000,Mid,West
35132,Software Engineer,40000,7000,Mid,
35133,Data Scientist,159000,14000,Associate,West
35134,Product Manager,177000,73000,Mid,West
35135,Software Engineer,104000,36000,Mid,
35136,Software Engineer,189000,33000,Mid,West
35137,Software Engineer,218000,0,Mid,West
35138,Software Engineer,99000,19000,Associate,West
35139,Software Engineer,132000,0,Associate,East
35140,Software Engineer,169000,19000,Associate,Southern
35141,Software Engineer,121000,50000,Associate,Southern
35143,Software Engineer,64000,0,Mid,
35144,Sales,95000,114000,Mid,West
35145,Software Engineer,63000,4000,Senior,
35146,Software Engineer,198000,43000,Entry,East
35148,Software Engineer,160000,11000,Senior,West
35149,Software Engineer,159000,17000,Entry,Southern
35150,Technical Program Manager,194000,176000,Senior,West
35151,Software Engineer,119000,31000,Mid,West
35152,Recruiter,138000,15000,Mid,West
35153,Sales,91000,26000,Entry,Southern
35154,Software Engineer,48000,9000,Associate,
35155,Technical Program Manager,106000,9000,Associate,West
35156,Software Engineer,151000,8000,Associate,West
35157,Software Engineer,42000,3000,Entry,Southern
35158,Software Engineer,94000,30000,Senior,West
35159,Sales,102000,10000,Senior,
35160,Product Manager,104000,0,Associate,West
35161,Sales,101000,15000,Associate,
35163,Software Engineer,149000,4000,Senior,
35164,Product Manager,225000,23000,Senior,
35165,Software Engineer,101000,15000,Entry,East
35166,Recruiter,188000,11000,Mid,East
35168,Software Engineer,120000,15000,Mid,East
35169,Software Engineer,193000,28000,Senior,West
35170,Software Engineer,98000,18000,Entry,Southern
35171,Software Engineer,34000,4000,Associate,
35172,Software Engineer,74000,14000,Associate,West
35173,Software Engineer,50000,4000,Entry,East
35174,Software Engineer,77000,21000,Entry,West
35175,Software Engineer,255000,31000,Mid,East
35176,Data Scientist,75000,14000,Associate,West
35177,Product Manager,78000,48000,Senior,
35178,Product Manager,90000,10000,Associate,MidWest
35179,Software Engineer,196000,50000,Entry,West
35180,Software Engineer,198000,57000,Associate,East
35181,Software Engineer,145000,4000,Entry,Southern
35182,Hardware Engineer,184000,26000,Associate,West
35183,Software Engineer,84000,13000,Associate,Southern
35184,Software Engineer,71000,14000,Entry,West
35185,Data Scientist,199000,0,Associate,East
35186,Product Manager,88000,9000,Entry,West
35187,Software Engineer,133000,0,Senior,West
35188,Software Engineer,125000,25000,Entry,West
35189,Recruiter,82000,7000,Associate,East
35190,Software Engineer,176000,20000,Associate,West
35191,Software Engineer,95000,1000,Entry,East
35192,Software Engineer,38000,5000,Entry,
35193,Software Engineer,160000,0,Mid,West
35194,Software Engineer,95000,14000,Associate,Southern
35195,Product Designer,95000,26000,Mid,West
35196,Software Engineering Manager,132000,0,Mid,West
35197,Technical Program Manager,217000,0,Mid,East
35198,Software Engineering Manager,121000,0,Senior,MidWest
35199,Software Engineering Manager,200000,43000,Senior,West
35200,Software Engineer,146000,114000,Associate,West
35201,Technical Program Manager,154000,7000,Mid,Southern
35202,Software Engineer,90000,19000,Entry,East
35203,Software Engineer,259000,28000,Senior,West
35204,Software Engineer,222000,30000,Senior,
35205,Software Engineer,109000,6000,Entry,West
35206,Hardware Engineer,139000,37000,Senior,West
35207,Software Engineer,141000,0,Mid,West
35208,Software Engineer,135000,45000,Senior,West
35209,Product Manager,125000,13000,Mid,West
35210,Software Engineer,161000,4000,Associate,West
35211,Product Designer,169000,33000,Mid,West
35212,Software Engineer,129000,24000,Associate,West
35213,Management Consultant,192000,22000,Associate,Southern
35214,Software Engineer,222000,42000,Mid,West
35215,Mechanical Engineer,106000,0,Associate,MidWest
35216,Software Engineer,94000,15000,Entry,Southern
35217,Software Engineer,177000,16000,Mid,West
35218,Hardware Engineer,111000,11000,Associate,West
35219,Product Manager,160000,35000,Senior,East
35220,Business Analyst,151000,0,Senior,Southern
35221,Software Engineer,205000,29000,Entry,West
35222,Software Engineer,117000,30000,Associate,West
35223,Software Engineer,73000,0,Associate,Southern
35224,Software Engineer,54000,4000,Senior,
35225,Data Scientist,81000,11000,Associate,West
35226,Software Engineer,104000,45000,Mid,West
35227,Software Engineer,97000,22000,Associate,West
35228,Software Engineer,218000,16000,Mid,West
35229,Software Engineer,123000,0,Mid,East
35230,Software Engineer,173000,9000,Associate,East
35231,Product Manager,154000,0,Senior,West
35232,Hardware Engineer,169000,33000,Mid,West
35233,Product Manager,149000,0,Senior,West
35234,Software Engineer,213000,51000,Senior,East
35235,Software Engineer,110000,22000,Entry,West
35236,Business Analyst,59000,2000,Associate,West
35237,Software Engineer,203000,36000,Senior,West
35238,Software Engineer,109000,14000,Senior,West
35239,Software Engineer,124000,0,Senior,West
35240,Software Engineer,190000,45000,Mid,West
35241,Software Engineer,137000,12000,Associate,West
35242,Software Engineer,201000,18000,Mid,West
35243,Software Engineer,187000,22000,Senior,West
35244,Software Engineer,231000,35000,Associate,West
35245,Sales,56000,0,Associate,West
35247,Marketing,154000,0,Mid,East
35248,Sales,72000,125000,Mid,MidWest
35249,Software Engineer,198000,66000,Mid,West
35250,Product Manager,116000,9000,Associate,Southern
35251,Technical Program Manager,234000,37000,Associate,West
35253,Software Engineer,94000,0,Associate,West
35254,Software Engineer,34000,0,Entry,East
35256,Data Scientist,178000,0,Associate,West
35257,Data Scientist,160000,13000,Associate,Southern
35258,Software Engineer,89000,0,Entry,West
35259,Software Engineer,104000,13000,Associate,
35260,Software Engineer,63000,0,Entry,
35261,Software Engineer,111000,3000,Entry,West
35262,Software Engineer,259000,20000,Senior,West
35263,Software Engineer,231000,9000,Associate,East
35264,Software Engineer,213000,41000,Associate,West
35265,Product Manager,42000,8000,Mid,
35266,Software Engineering Manager,112000,0,Senior,West
35267,Software Engineer,152000,13000,Mid,West
35268,Software Engineer,166000,0,Entry,West
35269,Software Engineer,34000,0,Mid,
35271,Solution Architect,213000,21000,Associate,East
35272,Software Engineer,93000,0,Entry,East
35274,Business Analyst,153000,2000,Senior,East
35275,Product Manager,61000,7000,Associate,Southern
